dataset,checkpoint,name,nfe,cfg,R@1,R@1_ci,R@2,R@2_ci,R@3,R@3_ci,FID,FID_ci,MM Dist,MM Dist_ci,Diversity,Diversity_ci
humanml3d,outputs/ablation/graph_rf_test_n20.json,+Graph,20,2.5,0.482449383802817,0.0026199791036225547,0.6899207746478874,0.002718798559706524,0.7970950704225351,0.002143276951378306,0.36927824076773846,0.01013822532250493,3.111774468421936,0.007723807957790111,9.779214143753052,0.08779964274438809
