dataset,checkpoint,name,nfe,cfg,R@1,R@1_ci,R@2,R@2_ci,R@3,R@3_ci,FID,FID_ci,MM Dist,MM Dist_ci,Diversity,Diversity_ci
humanml3d,outputs/ablation/base_rf_test_n20.json,Base RF,20,2.5,0.47286531690140843,0.002103873064485229,0.6789722711267607,0.0025667104528987942,0.789425616197183,0.002432623154369623,0.40228215610321455,0.011193813314952795,3.1590285301208496,0.00751165196668835,9.787738180160522,0.09360619127407513
