dataset,checkpoint,name,nfe,cfg,R@1,R@1_ci,R@2,R@2_ci,R@3,R@3_ci,FID,FID_ci,MM Dist,MM Dist_ci,Diversity,Diversity_ci
humanml3d,outputs/ablation/graph_global_test_n20.json,+Global,20,2.5,0.445774647887324,0.002634942302769796,0.6547425176056336,0.0020852584059752443,0.7688160211267604,0.0018263231083109864,0.3366018873533285,0.008837538076881929,3.237509298324585,0.007294464353512079,9.426816082000732,0.09550354496054043
