dataset,checkpoint,name,nfe,cfg,R@1,R@1_ci,R@2,R@2_ci,R@3,R@3_ci,FID,FID_ci,MM Dist,MM Dist_ci,Diversity,Diversity_ci
kitml,outputs/kitml/gala_test_n20_cfg2.5.json,GALA,20,2.5,0.44424715909090906,0.0061530141249785,0.6754971590909091,0.006097969474476549,0.8042613636363637,0.0063535858132199976,0.4018279620211175,0.019749787886504496,2.6735469460487367,0.015859498844181044,11.150340795516968,0.10668366582804953
