dataset,checkpoint,name,nfe,cfg,R@1,R@1_ci,R@2,R@2_ci,R@3,R@3_ci,FID,FID_ci,MM Dist,MM Dist_ci,Diversity,Diversity_ci
humanml3d,outputs/ablation/graph_global_part_distinct_test_n20.json,+Part,20,2.5,0.4886553697183099,0.0030742443518813303,0.6935849471830986,0.0023780919649725825,0.8005391725352112,0.002038562799581273,0.30187655736137486,0.006826520586783524,3.0882343649864197,0.006801469472324914,9.779625034332275,0.07701840039356439
