dataset,checkpoint,name,nfe,cfg,R@1,R@1_ci,R@2,R@2_ci,R@3,R@3_ci,FID,FID_ci,MM Dist,MM Dist_ci,Diversity,Diversity_ci
humanml3d,outputs/humanml3d/gala_distinct_test_n20_cfg2.5.json,GALA,20,2.5,0.4942341549295775,0.0026559006430351383,0.7011663732394366,0.0021029443095529226,0.8059969190140844,0.0017466460782698463,0.27180406647310706,0.006710128321392965,3.0613802790641786,0.009053396396059628,9.692308616638183,0.08659276524430955
