dataset,checkpoint,name,nfe,cfg,R@1,R@1_ci,R@2,R@2_ci,R@3,R@3_ci,FID,FID_ci,MM Dist,MM Dist_ci,Diversity,Diversity_ci
humanml3d,outputs/humanml3d/gala_distinct_test_n50_cfg2.0.json,GALA,50,2.0,0.4818992077464788,0.0023799688892095416,0.6868838028169013,0.003010665280171528,0.7932548415492958,0.002516308459635229,0.2240177310615124,0.006105307558699536,3.1067975044250487,0.00799975571695184,9.643422937393188,0.08233518575287604
